ObjectID,Loc_name,Status,Score,Match_type,Match_addr,LongLabel,ShortLabel,Addr_type,Type,PlaceName,Place_addr,Phone,URL,Rank,AddBldg,AddNum,AddNumFrom,AddNumTo,AddRange,Side,StPreDir,StPreType,StName,StType,StDir,BldgType,BldgName,LevelType,LevelName,UnitType,UnitName,SubAddr,StAddr,Block,Sector,Nbrhd,District,City,MetroArea,Subregion,Region,RegionAbbr,Territory,Zone,Postal,PostalExt,Country,CntryName,LangCode,Distance,X,Y,DisplayX,DisplayY,Xmin,Xmax,Ymin,Ymax,ExInfo,StrucType,StrucDet,IN_Address,IN_Address2,IN_Address3,IN_Neighborhood,IN_City,IN_Subregion,IN_Region,IN_Postal,IN_PostalExt,IN_CountryCode,USER_Siren_Number,USER_Street_Address,USER_City,USER_State,USER_Zip_Code,USER_In_City_Limits_,USER_Pike_Road_
39,World,M,100,A,"1780 Mitchell Young Rd, Montgomery, Alabama, 36108","1780 Mitchell Young Rd, Montgomery, AL, 36108, USA",1780 Mitchell Young Rd,StreetAddress,,,"1780 Mitchell Young Rd, Montgomery, Alabama, 36108",,,20,,1780,1706,1788,1706-1788,R,,,Mitchell Young,Rd,,,,,,,,,1780 Mitchell Young Rd,,,,,Montgomery,,Montgomery County,Alabama,AL,,,36108,5835,USA,United States,ENG,0,-86.44332287,32.313533616533,-86.44332287,32.313533616533,-86.44432287,-86.44232287,32.312533616533,32.314533616533,,,,1780 Mitchell Young Rd.,,,,Montgomery,,Alabama,36108,,,5301446,1780 Mitchell Young Rd.,Montgomery,Alabama,36108,No,No
40,World,M,100,A,"970 W South Blvd, Montgomery, Alabama, 36105","970 W South Blvd, Montgomery, AL, 36105, USA",970 W South Blvd,PointAddress,,,"970 W South Blvd, Montgomery, Alabama, 36105",,,20,,970,,,,,W,,South,Blvd,,,,,,,,,970 W South Blvd,,,,,Montgomery,,Montgomery County,Alabama,AL,,,36105,3021,USA,United States,ENG,0,-86.33079997,32.326714341681,-86.33067902,32.327449015494,-86.33167902,-86.32967902,32.326449015494,32.328449015494,,Commercial,,970 W. South Blvd.,,,,Montgomery,,Alabama,36105,,,5301450,970 W. South Blvd.,Montgomery,Alabama,36105,Yes,No
41,World,M,100,A,"3425 Carter Hill Rd, Montgomery, Alabama, 36111","3425 Carter Hill Rd, Montgomery, AL, 36111, USA",3425 Carter Hill Rd,PointAddress,,,"3425 Carter Hill Rd, Montgomery, Alabama, 36111",,,20,,3425,,,,,,,Carter Hill,Rd,,,,,,,,,3425 Carter Hill Rd,,,,,Montgomery,,Montgomery County,Alabama,AL,,,36111,1807,USA,United States,ENG,0,-86.26085801,32.343276982356,-86.25980499,32.343291985962,-86.26080499,-86.25880499,32.342291985962,32.344291985962,,Commercial,,3425 Carter Hill Rd.,,,,Montgomery,,Alabama,36111,,,5301517,3425 Carter Hill Rd.,Montgomery,Alabama,36111,Yes,No
42,World,M,100,A,"Vaughn Rd & Taylor Rd, Montgomery, Alabama, 36116","Vaughn Rd & Taylor Rd, Montgomery, AL, 36116, USA",Vaughn Rd & Taylor Rd,StreetInt,,,"Vaughn Rd & Taylor Rd, Montgomery, Alabama, 36116",,,20,,,,,,,,,,,,,,,,,,,Vaughn Rd & Taylor Rd,,,,,Montgomery,,Montgomery County,Alabama,AL,,,36116,,USA,United States,ENG,0,-86.17942221,32.338665301138,-86.17942221,32.338665301138,-86.18042221,-86.17842221,32.337665301138,32.339665301138,,,,Vaughn Rd. @ Taylor Rd.,,,,Montgomery,,Alabama,36116,,,5301510,Vaughn Rd. @ Taylor Rd.,Montgomery,Alabama,36116,Yes,No
43,World,M,100,A,"Butler Mill Rd & W Pleasant Grove Rd, Montgomery, Alabama, 36105","Butler Mill Rd & W Pleasant Grove Rd, Montgomery, AL, 36105, USA",Butler Mill Rd & W Pleasant Grove Rd,StreetInt,,,"Butler Mill Rd & W Pleasant Grove Rd, Montgomery, Alabama, 36105",,,20,,,,,,,,,,,,,,,,,,,Butler Mill Rd & W Pleasant Grove Rd,,,,,Montgomery,,Montgomery County,Alabama,AL,,,36105,3674,USA,United States,ENG,0,-86.30438297,32.204993014319,-86.30438297,32.204993014319,-86.30538297,-86.30338297,32.203993014319,32.205993014319,,,,Butler Mill Rd. @ W Pleasant Grove Rd.,,,,Montgomery,,Alabama,36105,,,5301472,Butler Mill Rd. @ W Pleasant Grove Rd.,Montgomery,Alabama,36105,No,No
44,World,M,100,A,"E McLean Rd & US Highway 31, Hope Hull, Alabama, 36043","E McLean Rd & US Highway 31, Hope Hull, AL, 36043, USA",E McLean Rd & US Highway 31,StreetInt,,,"E McLean Rd & US Highway 31, Hope Hull, Alabama, 36043",,,20,,,,,,,,,,,,,,,,,,,E McLean Rd & US Highway 31,,,,,Hope Hull,,Montgomery County,Alabama,AL,,,36043,,USA,United States,ENG,0,-86.34637078,32.235685993096,-86.34637078,32.235685993096,-86.34737078,-86.34537078,32.234685993096,32.236685993096,,,,East McLean Road @ US Highway 31,,,,Hope Hull,,Alabama,36043,,,5301462,East McLean Road @ US Highway 31,Hope Hull,Alabama,36043,No,No
45,World,M,100,A,"4055 Fitzpatrick Blvd, Montgomery, Alabama, 36116","4055 Fitzpatrick Blvd, Montgomery, AL, 36116, USA",4055 Fitzpatrick Blvd,PointAddress,,,"4055 Fitzpatrick Blvd, Montgomery, Alabama, 36116",,,20,,4055,,,,,,,Fitzpatrick,Blvd,,,,,,,,,4055 Fitzpatrick Blvd,,,,,Montgomery,,Montgomery County,Alabama,AL,,,36116,4820,USA,United States,ENG,0,-86.23748751,32.301961743414,-86.23750796,32.30298702,-86.23850796,-86.23650796,32.30198702,32.30398702,,Commercial,,4055 Fitzpatrick Blvd.,,,,Montgomery,,Alabama,36116,,,5301529,4055 Fitzpatrick Blvd.,Montgomery,Alabama,36116,Yes,No
46,World,M,100,A,"4010 Norman Bridge Rd, Montgomery, Alabama, 36105","4010 Norman Bridge Rd, Montgomery, AL, 36105, USA",4010 Norman Bridge Rd,StreetAddress,,,"4010 Norman Bridge Rd, Montgomery, Alabama, 36105",,,20,,4010,3988,4022,3988-4022,R,,,Norman Bridge,Rd,,,,,,,,,4010 Norman Bridge Rd,,,,,Montgomery,,Montgomery County,Alabama,AL,,,36105,3218,USA,United States,ENG,0,-86.29927441,32.325797182785,-86.29927441,32.325797182785,-86.30027441,-86.29827441,32.324797182785,32.326797182785,,,,4010 Norman Bridge Rd.,,,,Montgomery,,Alabama,36105,,,5301524,4010 Norman Bridge Rd.,Montgomery,Alabama,36105,Yes,No
47,World,M,100,A,"820 Ray Thorington Rd, Montgomery, Alabama, 36117","820 Ray Thorington Rd, Montgomery, AL, 36117, USA",820 Ray Thorington Rd,PointAddress,,,"820 Ray Thorington Rd, Montgomery, Alabama, 36117",,,20,,820,,,,,,,Ray Thorington,Rd,,,,,,,,,820 Ray Thorington Rd,,,,,Montgomery,,Montgomery County,Alabama,AL,,,36117,8404,USA,United States,ENG,0,-86.14344557,32.321271594763,-86.14373299,32.320906981975,-86.14473299,-86.14273299,32.319906981975,32.321906981975,,Commercial,,820 Ray Thorington Rd.,,,,Montgomery,,Alabama,36117,,,5301528,820 Ray Thorington Rd.,Montgomery,Alabama,36117,Yes,No
48,World,M,98.04,A,"6120 Trotman Dr, Montgomery, Alabama, 36116","6120 Trotman Dr, Montgomery, AL, 36116, USA",6120 Trotman Dr,PointAddress,,,"6120 Trotman Dr, Montgomery, Alabama, 36116",,,20,,6120,,,,,,,Trotman,Dr,,,,,,,,,6120 Trotman Dr,,,,,Montgomery,,Montgomery County,Alabama,AL,,,36116,6042,USA,United States,ENG,0,-86.18058411,32.252133256873,-86.18034598,32.251812984353,-86.18134598,-86.17934598,32.250812984353,32.252812984353,,Commercial,,6120 Trotman Rd.,,,,Montgomery,,Alabama,36116,,,5301535,6120 Trotman Rd.,Montgomery,Alabama,36116,No,No
49,World,M,100,A,"Vaughn Rd & Wynlakes Blvd, Montgomery, Alabama, 36117","Vaughn Rd & Wynlakes Blvd, Montgomery, AL, 36117, USA",Vaughn Rd & Wynlakes Blvd,StreetInt,,,"Vaughn Rd & Wynlakes Blvd, Montgomery, Alabama, 36117",,,20,,,,,,,,,,,,,,,,,,,Vaughn Rd & Wynlakes Blvd,,,,,Montgomery,,Montgomery County,Alabama,AL,,,36117,8806,USA,United States,ENG,0,-86.15145213,32.338871412137,-86.15145213,32.338871412137,-86.15245213,-86.15045213,32.337871412137,32.339871412137,,,,Vaughn Rd. @ Wynlakes Blvd.,,,,Montgomery,,Alabama,36117,,,5301526,Vaughn Rd. @ Wynlakes Blvd.,Montgomery,Alabama,36117,Yes,No
50,World,M,100,A,"4450 Narrow Lane Rd, Montgomery, Alabama, 36116","4450 Narrow Lane Rd, Montgomery, AL, 36116, USA",4450 Narrow Lane Rd,PointAddress,,,"4450 Narrow Lane Rd, Montgomery, Alabama, 36116",,,20,,4450,,,,,,,Narrow Lane,Rd,,,,,,,,,4450 Narrow Lane Rd,,,,,Montgomery,,Montgomery County,Alabama,AL,,,36116,2954,USA,United States,ENG,0,-86.28208326,32.320639683083,-86.282342,32.320639012531,-86.283342,-86.281342,32.319639012531,32.321639012531,,Residential,Single Family,4450 Narrow Lane Rd.,,,,Montgomery,,Alabama,36116,,,5301542,4450 Narrow Lane Rd.,Montgomery,Alabama,36116,Yes,No
51,World,M,100,A,"3041 Eastern Blvd, Montgomery, Alabama, 36116","3041 Eastern Blvd, Montgomery, AL, 36116, USA",3041 Eastern Blvd,PointAddress,,,"3041 Eastern Blvd, Montgomery, Alabama, 36116",,,20,,3041,,,,,,,Eastern,Blvd,,,,,,,,,3041 Eastern Blvd,,,,,Montgomery,,Montgomery County,Alabama,AL,,,36116,1517,USA,United States,ENG,0,-86.22753316,32.337468323455,-86.22690896,32.337126006529,-86.22790896,-86.22590896,32.336126006529,32.338126006529,,Commercial,Medical,3041 Eastern Blvd,,,,Montgomery,,Alabama,36116,,,5301545,3041 Eastern Blvd,Montgomery,Alabama,36116,Yes,No
52,World,M,100,A,"3510 Woodley Rd, Montgomery, Alabama, 36116","3510 Woodley Rd, Montgomery, AL, 36116, USA",3510 Woodley Rd,PointAddress,,,"3510 Woodley Rd, Montgomery, Alabama, 36116",,,20,,3510,,,,,,,Woodley,Rd,,,,,,,,,3510 Woodley Rd,,,,,Montgomery,,Montgomery County,Alabama,AL,,,36116,3833,USA,United States,ENG,0,-86.25907954,32.314571771917,-86.26016399,32.313428983238,-86.26116399,-86.25916399,32.312428983238,32.314428983238,,Commercial,,3510 Woodley Rd,,,,Montgomery,,Alabama,36116,,,5301548,3510 Woodley Rd,Montgomery,Alabama,36116,Yes,No
53,World,M,100,A,"4425 Brewbaker Dr, Montgomery, Alabama, 36116","4425 Brewbaker Dr, Montgomery, AL, 36116, USA",4425 Brewbaker Dr,PointAddress,,,"4425 Brewbaker Dr, Montgomery, Alabama, 36116",,,20,,4425,,,,,,,Brewbaker,Dr,,,,,,,,,4425 Brewbaker Dr,,,,,Montgomery,,Montgomery County,Alabama,AL,,,36116,4205,USA,United States,ENG,0,-86.21914212,32.322387980447,-86.21891698,32.321443004683,-86.21991698,-86.21791698,32.320443004683,32.322443004683,,Commercial,,4425 Brewbaker Dr.,,,,Montgomery,,Alabama,36116,,,5301551,4425 Brewbaker Dr.,Montgomery,Alabama,36116,Yes,No
54,World,T,100,A,"Troy Hwy & Taylor Ridge Rd, Montgomery, Alabama, 36116","Troy Hwy & Taylor Ridge Rd, Montgomery, AL, 36116, USA",Troy Hwy & Taylor Ridge Rd,StreetInt,,,"Troy Hwy & Taylor Ridge Rd, Montgomery, Alabama, 36116",,,20,,,,,,,,,,,,,,,,,,,Troy Hwy & Taylor Ridge Rd,,,,,Montgomery,,Montgomery County,Alabama,AL,,,36116,,USA,United States,ENG,0,-86.19439313,32.295535715434,-86.19439313,32.295535715434,-86.19539313,-86.19339313,32.294535715434,32.296535715434,,,,Troy Hwy. @ Taylor Ridge Rd.,,,,Montgomery,,Alabama,36116,,,5301532,Troy Hwy. @ Taylor Ridge Rd.,Montgomery,Alabama,36116,Yes,No
55,World,M,100,A,"5000 Troy Hwy, Montgomery, Alabama, 36116","5000 Troy Hwy, Montgomery, AL, 36116, USA",5000 Troy Hwy,PointAddress,,,"5000 Troy Hwy, Montgomery, Alabama, 36116",,,20,,5000,,,,,,,Troy,Hwy,,,,,,,,,5000 Troy Hwy,,,,,Montgomery,,Montgomery County,Alabama,AL,,,36116,5132,USA,United States,ENG,0,-86.21208866,32.30504473,-86.21269401,32.303910996906,-86.21369401,-86.21169401,32.302910996906,32.304910996906,,Commercial,,5000 Troy Hwy.,,,,Montgomery,,Alabama,36116,,,5301576,5000 Troy Hwy.,Montgomery,Alabama,36116,Yes,No
56,World,M,100,A,"Barnes Rd & Meriwether Rd, Pike Road, Alabama, 36064","Barnes Rd & Meriwether Rd, Pike Road, AL, 36064, USA",Barnes Rd & Meriwether Rd,StreetInt,,,"Barnes Rd & Meriwether Rd, Pike Road, Alabama, 36064",,,20,,,,,,,,,,,,,,,,,,,Barnes Rd & Meriwether Rd,,,,,Pike Road,,Montgomery County,Alabama,AL,,,36064,1754,USA,United States,ENG,0,-86.16208969,32.271048488222,-86.16208969,32.271048488222,-86.16308969,-86.16108969,32.270048488222,32.272048488222,,,,Barnes Road @ Meriwether Road,,,,Pike Road,,Alabama,36064,,,5301565,Barnes Road @ Meriwether Road,Pike Road,Alabama,36064,No,Yes
57,World,M,100,A,"264 Foxhall Rd, Pike Road, Alabama, 36064","264 Foxhall Rd, Pike Road, AL, 36064, USA",264 Foxhall Rd,StreetAddress,,,"264 Foxhall Rd, Pike Road, Alabama, 36064",,,20,,264,288,216,216-288,L,,,Foxhall,Rd,,,,,,,,,264 Foxhall Rd,,,,,Pike Road,,Montgomery County,Alabama,AL,,,36064,3402,USA,United States,ENG,0,-86.12119764,32.324603027031,-86.12119764,32.324603027031,-86.12219764,-86.12019764,32.323603027031,32.325603027031,,,,264 Foxhall Rd.,,,,Pike Road,,Alabama,36064,,,5301603,264 Foxhall Rd.,Pike Road,Alabama,36064,No,Yes
58,World,M,100,A,"Woodley Rd & Snowdoun Chambers Rd, Montgomery, Alabama, 36116","Woodley Rd & Snowdoun Chambers Rd, Montgomery, AL, 36116, USA",Woodley Rd & Snowdoun Chambers Rd,StreetInt,,,"Woodley Rd & Snowdoun Chambers Rd, Montgomery, Alabama, 36116",,,20,,,,,,,,,,,,,,,,,,,Woodley Rd & Snowdoun Chambers Rd,,,,,Montgomery,,Montgomery County,Alabama,AL,,,36116,6339,USA,United States,ENG,0,-86.20992961,32.257186832026,-86.20992961,32.257186832026,-86.21092961,-86.20892961,32.256186832026,32.258186832026,,,,Woodley Rd. @ Snowdoun Chambers Rd.,,,,Pike Road,,Alabama,36116,,,5301571,Woodley Rd. @ Snowdoun Chambers Rd.,Pike Road,Alabama,36116,No,No
59,World,M,99.62,A,"Mt Zion Rd & Woodley Rd, Ramer, Alabama, 36069","Mt Zion Rd & Woodley Rd, Ramer, AL, 36069, USA",Mt Zion Rd & Woodley Rd,StreetInt,,,"Mt Zion Rd & Woodley Rd, Ramer, Alabama, 36069",,,20,,,,,,,,,,,,,,,,,,,Mt Zion Rd & Woodley Rd,,,,,Ramer,,Montgomery County,Alabama,AL,,,36069,6504,USA,United States,ENG,0,-86.18216602,32.224681015231,-86.18216602,32.224681015231,-86.18316602,-86.18116602,32.223681015231,32.225681015231,,,,Mt. Zion Rd. at Woodley Rd.,,,,Montgomery,,Alabama,36116,,,5301578,Mt. Zion Rd. at Woodley Rd.,Montgomery,Alabama,36116,No,No
60,World,M,100,A,"Vaughn Rd & Marler Rd, Cecil, Alabama, 36013","Vaughn Rd & Marler Rd, Cecil, AL, 36013, USA",Vaughn Rd & Marler Rd,StreetInt,,,"Vaughn Rd & Marler Rd, Cecil, Alabama, 36013",,,20,,,,,,,,,,,,,,,,,,,Vaughn Rd & Marler Rd,,,,,Cecil,,Montgomery County,Alabama,AL,,,36013,3010,USA,United States,ENG,0,-86.02246839,32.30581951,-86.02246839,32.30581951,-86.02346839,-86.02146839,32.30481951,32.30681951,,,,Vaughn Rd. @ Marler Rd.,,,,Pike Road,,Alabama,36013,,,5301619,Vaughn Rd. @ Marler Rd.,Pike Road,Alabama,36013,No,No
61,World,M,100,A,"11222 Old Pike Rd, Mathews, Alabama, 36052","11222 Old Pike Rd, Mathews, AL, 36052, USA",11222 Old Pike Rd,StreetAddress,,,"11222 Old Pike Rd, Mathews, Alabama, 36052",,,20,,11222,11224,11022,11022-11224,L,,,Old Pike,Rd,,,,,,,,,11222 Old Pike Rd,,,,,Mathews,,Montgomery County,Alabama,AL,,,36052,,USA,United States,ENG,0,-86.05016328,32.218154647391,-86.05016328,32.218154647391,-86.05116328,-86.04916328,32.217154647391,32.219154647391,,,,11222 Old Pike Road,,,,Mathews,,Alabama,36052,,,5301960,11222 Old Pike Road,Mathews,Alabama,36052,No,No
62,World,M,99.3,A,"Pike Rd & Wallahatchie Rd, Pike Road, Alabama, 36064","Pike Rd & Wallahatchie Rd, Pike Road, AL, 36064, USA",Pike Rd & Wallahatchie Rd,StreetInt,,,"Pike Rd & Wallahatchie Rd, Pike Road, Alabama, 36064",,,20,,,,,,,,,,,,,,,,,,,Pike Rd & Wallahatchie Rd,,,,,Pike Road,,Montgomery County,Alabama,AL,,,36064,2631,USA,United States,ENG,0,-86.10246837,32.283210001086,-86.10246837,32.283210001086,-86.10346837,-86.10146837,32.282210001086,32.284210001086,OLD,,,Old Pike Rd. @ Wallahatchie Rd.,,,,Pike Road,,Alabama,36064,,,5301616,Old Pike Rd. @ Wallahatchie Rd.,Pike Road,Alabama,36064,No,Yes
63,World,M,99.61,A,"Flowers Rd & Mathews Rd, Mathews, Alabama, 36052","Flowers Rd & Mathews Rd, Mathews, AL, 36052, USA",Flowers Rd & Mathews Rd,StreetInt,,,"Flowers Rd & Mathews Rd, Mathews, Alabama, 36052",,,20,,,,,,,,,,,,,,,,,,,Flowers Rd & Mathews Rd,,,,,Mathews,,Montgomery County,Alabama,AL,,,36052,4025,USA,United States,ENG,0,-86.00383458,32.265274195124,-86.00383458,32.265274195124,-86.00483458,-86.00283458,32.264274195124,32.266274195124,,,,Flowers Rd. @ Matthews Rd.,,,,Mathews,,Alabama,36052,,,5301966,Flowers Rd. @ Matthews Rd.,Mathews,Alabama,36052,No,No
64,World,M,100,A,"Marler Rd & Avenue of the Oaks, Pike Road, Alabama, 36064","Marler Rd & Avenue of the Oaks, Pike Road, AL, 36064, USA",Marler Rd & Avenue of the Oaks,StreetInt,,,"Marler Rd & Avenue of the Oaks, Pike Road, Alabama, 36064",,,20,,,,,,,,,,,,,,,,,,,Marler Rd & Avenue of the Oaks,,,,,Pike Road,,Montgomery County,Alabama,AL,,,36064,3111,USA,United States,ENG,0,-86.04525803,32.357084994371,-86.04525803,32.357084994371,-86.04625803,-86.04425803,32.356084994371,32.358084994371,,,,Marler Rd. @ Ave of the Oaks,,,,Pike Road,,Alabama,36064,,,5301667,Marler Rd. @ Ave of the Oaks,Pike Road,Alabama,36064,No,Yes
65,World,M,100,A,"272 Federal Rd, Hope Hull, Alabama, 36043","272 Federal Rd, Hope Hull, AL, 36043, USA",272 Federal Rd,PointAddress,,,"272 Federal Rd, Hope Hull, Alabama, 36043",,,20,,272,,,,,,,Federal,Rd,,,,,,,,,272 Federal Rd,,,,,Hope Hull,,Montgomery County,Alabama,AL,,,36043,5121,USA,United States,ENG,0,-86.3718873,32.176537710324,-86.37182402,32.177059986711,-86.37282402,-86.37082402,32.176059986711,32.178059986711,,Residential,Single Family,272 Federal Rd.,,,,Hope Hull,,Alabama,36043,,,5302739,272 Federal Rd.,Hope Hull,Alabama,36043,No,No
66,World,M,98.97,A,"4450 W Hickory Grove Rd, Letohatchee, Alabama, 36047","4450 W Hickory Grove Rd, Letohatchee, AL, 36047, USA",4450 W Hickory Grove Rd,PointAddress,,,"4450 W Hickory Grove Rd, Letohatchee, Alabama, 36047",,,20,,4450,,,,,W,,Hickory Grove,Rd,,,,,,,,,4450 W Hickory Grove Rd,,,,,Letohatchee,,Montgomery County,Alabama,AL,,,36047,5321,USA,United States,ENG,0,-86.37107342,32.063209978893,-86.37094601,32.063570987463,-86.37194601,-86.36994601,32.062570987463,32.064570987463,LETOHATCHEE,Residential,,"4450 West Hickory Grove Road,Letohatchee",,,,Letohatchee,,Alabama,36047,,,5302763,"4450 West Hickory Grove Road,Letohatchee",Letohatchee,Alabama,36047,No,No
67,World,M,100,A,"Hayneville Ridge Rd & US Highway 82, Mathews, Alabama, 36052","Hayneville Ridge Rd & US Highway 82, Mathews, AL, 36052, USA",Hayneville Ridge Rd & US Highway 82,StreetInt,,,"Hayneville Ridge Rd & US Highway 82, Mathews, Alabama, 36052",,,20,,,,,,,,,,,,,,,,,,,Hayneville Ridge Rd & US Highway 82,,,,,Mathews,,Montgomery County,Alabama,AL,,,36052,4214,USA,United States,ENG,0,-86.09682132,32.184869280171,-86.09682132,32.184869280171,-86.09782132,-86.09582132,32.183869280171,32.185869280171,,,,Hayneville Ridge Road @ US Highway 82,,,,Mathews,,Alabama,36052,,,5301961,Hayneville Ridge Road @ US Highway 82,Mathews,Alabama,36052,No,No
68,World,M,99.29,A,"153 Old County Shop Rd, Ramer, Alabama, 36069","153 Old County Shop Rd, Ramer, AL, 36069, USA",153 Old County Shop Rd,PointAddress,,,"153 Old County Shop Rd, Ramer, Alabama, 36069",,,20,,153,,,,,,,Old County Shop,Rd,,,,,,,,,153 Old County Shop Rd,,,,,Ramer,,Montgomery County,Alabama,AL,,,36069,,USA,United States,ENG,0,-86.26932675,32.13302122,-86.26950101,32.133040997262,-86.27050101,-86.26850101,32.132040997262,32.134040997262,RAMER,Commercial,,"153 Old County Shop Road, Ramer",,,,Ramer,,Alabama,36069,,,5302759,"153 Old County Shop Road, Ramer",Ramer,Alabama,36069,No,No
69,World,M,98.94,A,"Pettus Rd & Union Academy Ada Rd, Hope Hull, Alabama, 36043","Pettus Rd & Union Academy Ada Rd, Hope Hull, AL, 36043, USA",Pettus Rd & Union Academy Ada Rd,StreetInt,,,"Pettus Rd & Union Academy Ada Rd, Hope Hull, Alabama, 36043",,,20,,,,,,,,,,,,,,,,,,,Pettus Rd & Union Academy Ada Rd,,,,,Hope Hull,,Montgomery County,Alabama,AL,,,36043,,USA,United States,ENG,0,-86.35241203,32.109651003084,-86.35241203,32.109651003084,-86.35341203,-86.35141203,32.108651003084,32.110651003084,36046,,,Pettus Rd @ Union Academy Ada Road,,,,Hope Hull,,Alabama,36046,,,5302773,Pettus Rd @ Union Academy Ada Road,Hope Hull,Alabama,36046,No,No
70,World,M,100,A,"7578 Union Academy Ada Rd, Hope Hull, Alabama, 36043","7578 Union Academy Ada Rd, Hope Hull, AL, 36043, USA",7578 Union Academy Ada Rd,PointAddress,,,"7578 Union Academy Ada Rd, Hope Hull, Alabama, 36043",,,20,,7578,,,,,,,Union Academy Ada,Rd,,,,,,,,,7578 Union Academy Ada Rd,,,,,Hope Hull,,Montgomery County,Alabama,AL,,,36043,5338,USA,United States,ENG,0,-86.39554162,32.116533802877,-86.39554598,32.11683999,-86.39654598,-86.39454598,32.11583999,32.117839993799,,Residential,,7578 Union Academy Ada Road,,,,Hope Hull,,Alabama,36043,,,5302780,7578 Union Academy Ada Road,Hope Hull,Alabama,36043,No,No
71,World,M,100,A,"5486 Butler Mill Rd, Montgomery, Alabama, 36105","5486 Butler Mill Rd, Montgomery, AL, 36105, USA",5486 Butler Mill Rd,PointAddress,,,"5486 Butler Mill Rd, Montgomery, Alabama, 36105",,,20,,5486,,,,,,,Butler Mill,Rd,,,,,,,,,5486 Butler Mill Rd,,,,,Montgomery,,Montgomery County,Alabama,AL,,,36105,6440,USA,United States,ENG,0,-86.30826623,32.16508946,-86.30850897,32.165083001445,-86.30950897,-86.30750897,32.164083001445,32.166083001445,,Commercial,,5486 Butler Mill Rd,,,,Montgomery,,Alabama,36105,,,5302779,5486 Butler Mill Rd,Montgomery,Alabama,36105,No,No
72,World,M,99.14,A,"5444 State Highway 94, Ramer, Alabama, 36069","5444 State Highway 94, Ramer, AL, 36069, USA",5444 State Highway 94,PointAddress,,,"5444 State Highway 94, Ramer, Alabama, 36069",,,20,,5444,,,,,,,State Highway 94,,,,,,,,,,5444 State Highway 94,,,,,Ramer,,Montgomery County,Alabama,AL,,,36069,5008,USA,United States,ENG,0,-86.21823436,32.052127594152,-86.21823201,32.051719982201,-86.21923201,-86.21723201,32.050719982201,32.052719982201,RAMER,Commercial,Recreation,"5444 Highway 94, Ramer",,,,Ramer,,Alabama,36069,,,5302833,"5444 Highway 94, Ramer",Ramer,Alabama,36069,No,No
73,World,M,100,A,"393 Moore Rd, Ramer, Alabama, 36069","393 Moore Rd, Ramer, AL, 36069, USA",393 Moore Rd,PointAddress,,,"393 Moore Rd, Ramer, Alabama, 36069",,,20,,393,,,,,,,Moore,Rd,,,,,,,,,393 Moore Rd,,,,,Ramer,,Montgomery County,Alabama,AL,,,36069,5451,USA,United States,ENG,0,-86.06096412,32.064063256636,-86.06041603,32.064077002958,-86.06141603,-86.05941603,32.063077002958,32.065077002958,,Residential,,393 Moore Rd.,,,,Ramer,,Alabama,36069,,,5302944,393 Moore Rd.,Ramer,Alabama,36069,No,No
74,World,M,99.3,A,"147 Old School House Rd, Grady, Alabama, 36036","147 Old School House Rd, Grady, AL, 36036, USA",147 Old School House Rd,PointAddress,,,"147 Old School House Rd, Grady, Alabama, 36036",,,20,,147,,,,,,,Old School House,Rd,,,,,,,,,147 Old School House Rd,,,,,Grady,,Montgomery County,Alabama,AL,,,36036,7020,USA,United States,ENG,0,-86.20080067,31.993157133457,-86.19928296,31.993093011898,-86.20028296,-86.19828296,31.992093011898,31.994093011898,GRADY,Commercial,,"147 Old Schoolhouse Road, Grady",,,,Grady,,Alabama,36036,,,5302858,"147 Old Schoolhouse Road, Grady",Grady,Alabama,36036,No,No
88,World,M,100,A,"Huffman Rd & Meriwether Trl, Grady, Alabama, 36036","Huffman Rd & Meriwether Trl, Grady, AL, 36036, USA",Huffman Rd & Meriwether Trl,StreetInt,,,"Huffman Rd & Meriwether Trl, Grady, Alabama, 36036",,,20,,,,,,,,,,,,,,,,,,,Huffman Rd & Meriwether Trl,,,,,Grady,,Montgomery County,Alabama,AL,,,36036,,USA,United States,ENG,0,-86.15666031,32.006544415842,-86.15666031,32.006544415842,-86.15766031,-86.15566031,32.005544415842,32.007544415842,,,,Huffman Road @ Meriwether Trail,,,,Grady,,Alabama,36036,,,5302864,Huffman Road @ Meriwether Trail,Grady,Alabama,36036,No,No
100,World,M,99.81,A,"Mt Zion Rd & Paulk Rd, Ramer, Alabama, 36069","Mt Zion Rd & Paulk Rd, Ramer, AL, 36069, USA",Mt Zion Rd & Paulk Rd,StreetInt,,,"Mt Zion Rd & Paulk Rd, Ramer, Alabama, 36069",,,20,,,,,,,,,,,,,,,,,,,Mt Zion Rd & Paulk Rd,,,,,Ramer,,Montgomery County,Alabama,AL,,,36069,6524,USA,United States,ENG,0,-86.17623323,32.135866411094,-86.17623323,32.135866411094,-86.17723323,-86.17523323,32.134866411094,32.136866411094,,,,Mt. Zion @ Paulk Rd,,,,Ramer,,Alabama,36069,,,5302868,Mt. Zion @ Paulk Rd,Ramer,Alabama,36069,No,No
